Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
600637,东方明珠,3/16/1993,东方明珠新媒体股份有限公司,"Oriental Pearl Media Co., Ltd.",I63,电信、广播电视和卫星传输服务,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600638,新黄浦,3/26/1993,上海新黄浦实业集团股份有限公司,"Shanghai New Huang Pu Industrial Group Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600639,浦东金桥,3/26/1993,上海金桥出口加工区开发股份有限公司,"Shanghai Jinqiao Export Processing Zone Development Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600640,国脉文化,4/7/1993,新国脉数字文化股份有限公司,"New Guomai Digital Culture Co., Ltd.",I64,互联网和相关服务,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600641,万业企业,4/7/1993,上海万业企业股份有限公司,"Shanghai Wanye Enterprises Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,外商独资,P0304,1
600642,申能股份,4/16/1993,申能股份有限公司,"Shenergy Co., Ltd.",D44,电力、热力生产和供应业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600643,爱建集团,4/26/1993,上海爱建集团股份有限公司,"Shanghai AJ Group Co., Ltd.",J69,其他金融业,上海市,310000,上海市,310000,私营企业,P0306,1
600644,乐山电力,4/26/1993,乐山电力股份有限公司,"Leshan Electric Power Co., Ltd.",D44,电力、热力生产和供应业,四川省,510000,乐山市,511100,国营或国有控股,P0301,1
600645,中源协和,5/4/1993,中源协和细胞基因工程股份有限公司,"Vcanbio Cell & Gene Engineering Corp., Ltd.",M73,研究和试验发展,天津市,120000,天津市,120000,私营企业,P0306,1
600646,ST 国嘉,5/4/1993,上海国嘉实业股份有限公司,"Shanghai CITIC-Jiading Industrial Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600647,退市同达,5/4/1993,上海同达创业投资股份有限公司,"Shanghai Tongda Venture Capital Co., Ltd.",F51,批发业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600648,外高桥,5/4/1993,上海外高桥集团股份有限公司,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",F51,批发业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600649,城投控股,5/18/1993,上海城投控股股份有限公司,"Shanghai Chengtou Holding Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600650,锦江在线,6/7/1993,上海锦江在线网络服务股份有限公司,"Shanghai Jin Jiang Online Network Service Co., Ltd.",G54,道路运输业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600651,飞乐音响,12/19/1990,上海飞乐音响股份有限公司,"Shanghai Feilo Acoustics Co., Ltd.",C38,电气机械及器材制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600652,退市游久,12/19/1990,上海游久游戏股份有限公司,"Shanghai U9 Game Co., Ltd.",I64,互联网和相关服务,上海市,310000,上海市,310000,私营企业,P0306,1
600653,申华控股,12/19/1990,辽宁申华控股股份有限公司,"Liaoning Shenhua Holdings Co., Ltd.",F52,零售业,辽宁省,210000,沈阳市,210100,国营或国有控股,P0301,1
600654,中安科,12/19/1990,中安科股份有限公司,"China Security Co., Ltd.",I65,软件和信息技术服务业,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1
600655,豫园股份,9/2/1992,上海豫园旅游商城(集团)股份有限公司,"Shanghai Yuyuan Tourist Mart (Group) Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,私营企业,P0306,1
600656,退市博元,12/19/1990,珠海市博元投资股份有限公司,"Zhuhai Boyuan Investment Co., Ltd.",F52,零售业,广东省,440000,珠海市,440400,私营企业,P0306,1
600657,信达地产,5/24/1993,信达地产股份有限公司,"Cinda Real Estate Co., Ltd.",K70,房地产业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600658,电子城,5/24/1993,北京电子城高科技集团股份有限公司,"Beijing Electronic Zone High-Tech Group Co., Ltd.",K70,房地产业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600659,*ST 花雕,5/28/1993,福建闽越花雕股份有限公司,"Fujian Minyue Huadiao Wine Co., Ltd.",S90,综合,福建省,350000,福州市,350100,私营企业,P0306,1
600660,福耀玻璃,6/10/1993,福耀玻璃工业集团股份有限公司,"Fuyao Glass Industry Group Co., Ltd.",C30,非金属矿物制品业,福建省,350000,福清市,350181,外商独资,P0304,1
600661,昂立教育,6/14/1993,上海新南洋昂立教育科技股份有限公司,"Shanghai Xinnanyang Only Education & Technology Co., Ltd.",P82,教育,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600662,外服控股,6/14/1993,上海外服控股集团股份有限公司,"Shanghai Foreign Service Holding Group Co., Ltd.",G54,道路运输业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600663,陆家嘴,6/28/1993,上海陆家嘴金融贸易区开发股份有限公司,"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600664,哈药股份,6/29/1993,哈药集团股份有限公司,"Harbin Pharmaceutical Group Co., Ltd.",C27,医药制造业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600665,天地源,7/9/1993,天地源股份有限公司,"Tande Co., Ltd.",K70,房地产业,陕西省,610000,西安市,610100,国营或国有控股,P0301,1
600666,奥瑞德,7/12/1993,奥瑞德光电股份有限公司,"Aurora Optoelectronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600667,太极实业,7/28/1993,无锡市太极实业股份有限公司,"Wuxi Taiji Industry Co., Ltd.",E48,土木工程建筑业,江苏省,320000,无锡市,320200,国营或国有控股,P0301,1
600668,尖峰集团,7/28/1993,浙江尖峰集团股份有限公司,"Zhejiang Jianfeng Group Co., Ltd.",C30,非金属矿物制品业,浙江省,330000,金华市,330700,国营或国有控股,P0301,1
600669,*ST 鞍成,8/6/1993,鞍山合成(集团)股份有限公司,"Anshan Co-Operation (Group) Co., Ltd.",C28,化学纤维制造业,辽宁省,210000,鞍山市,210300,国营或国有控股,P0301,1
600670,*ST 斯达,8/9/1993,长春高斯达生物科技集团股份有限公司,"Changchun Goldenstar Biotech Group Co., Ltd.",S90,综合,吉林省,220000,长春市,220100,私营企业,P0306,1
600671,ST 目药,8/23/1993,杭州天目山药业股份有限公司,"Hangzhou Tianmushan Pharmaceutical Co., Ltd.",C27,医药制造业,浙江省,330000,杭州市,330100,私营企业,P0306,1
600672,*ST 华圣,9/17/1993,广东华圣科技股份有限公司,"Guangdong Huasheng Scientific & Technological Co., Ltd.",A01,农业,广东省,440000,深圳市,440300,私营企业,P0306,1
600673,东阳光,9/17/1993,广东东阳光科技控股股份有限公司,"Guangdong HEC Technology Holding Co., Ltd.",S90,综合,广东省,440000,韶关市,440200,私营企业,P0306,1
600674,川投能源,9/24/1993,四川川投能源股份有限公司,"Sichuan Chuantou Energy Co., Ltd.",D44,电力、热力生产和供应业,四川省,510000,成都市,510100,国营或国有控股,P0301,1
600675,中华企业,9/24/1993,中华企业股份有限公司,"China Enterprise Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600676,交运股份,9/28/1993,上海交运集团股份有限公司,"Shanghai Jiaoyun Group Co., Ltd.",G54,道路运输业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600677,*ST 航通,9/28/1993,航天通信控股集团股份有限公司,"Aerospace Communication Holding Group Co., Ltd.",F51,批发业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1
600678,四川金顶,10/8/1993,四川金顶(集团)股份有限公司,"Sichuan Golden Summit (Group) Joint-Stock Co., Ltd.",C30,非金属矿物制品业,四川省,510000,峨眉山市,511181,私营企业,P0306,1
600679,上海凤凰,10/8/1993,上海凤凰企业(集团)股份有限公司,"Shanghai Phoenix Enterprise (Group) Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,上海市,310000,上海市,310000,中外合资,P0303,1
600680,*ST 上普,10/18/1993,上海普天邮通科技股份有限公司,"Shanghai Potevio Co., Ltd.",C39,计算机、通信和其他电子设备制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600681,百川能源,10/18/1993,百川能源股份有限公司,"Bestsun Energy Co., Ltd.",D45,燃气生产和供应业,湖北省,420000,武汉市,420100,私营企业,P0306,1
600682,南京新百,10/18/1993,南京新街口百货商店股份有限公司,"Nanjing Xinjiekou Department Store Co., Ltd.",F52,零售业,江苏省,320000,南京市,320100,私营企业,P0306,1
600683,京投发展,10/25/1993,京投发展股份有限公司,Metro Land Corporation Ltd.,K70,房地产业,浙江省,330000,宁波市,330200,国营或国有控股,P0301,1
600684,珠江股份,10/28/1993,广州珠江发展集团股份有限公司,"Guangzhou Pearl River Development Group Co., Ltd.",K70,房地产业,广东省,440000,广州市,440100,国营或国有控股,P0301,1
600685,中船防务,10/28/1993,中船海洋与防务装备股份有限公司,CSSC Offshore & Marine Engineering (Group) Company Limited,C37,铁路、船舶、航空航天和其它运输设备制造业,广东省,440000,广州市,440100,国营或国有控股,P0301,1
600686,金龙汽车,11/8/1993,厦门金龙汽车集团股份有限公司,"Xiamen King Long Motor Group Co., Ltd.",C36,汽车制造业,福建省,350000,厦门市,350200,国营或国有控股,P0301,1
600687,退市刚泰,11/8/1993,甘肃刚泰控股(集团)股份有限公司,"Gansu Gangtai Holding (Group) Co., Ltd.",C41,其他制造业,甘肃省,620000,兰州市,620100,私营企业,P0306,1
600688,上海石化,11/8/1993,中国石化上海石油化工股份有限公司,Sinopec Shanghai Petrochemical Company Limited,C25,石油加工、炼焦及核燃料加工业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600689,上海三毛,11/8/1993,上海三毛企业(集团)股份有限公司,"Shanghai Sanmao Enterprise (Group) Co., Ltd.",C17,纺织业,上海市,310000,上海市,310000,中外合资,P0303,1
600690,海尔智家,11/19/1993,海尔智家股份有限公司,"Haier Smart Home Co., Ltd.",C38,电气机械及器材制造业,山东省,370000,青岛市,370200,其他,P0399,1
600691,阳煤化工,11/19/1993,阳煤化工股份有限公司,"Yangmei Chemical Co., Ltd.",C26,化学原料及化学制品制造业,山西省,140000,阳泉市,140300,私营企业,P0306,1
600692,亚通股份,11/19/1993,上海亚通股份有限公司,"Shanghai Yatong Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600693,东百集团,11/22/1993,福建东百集团股份有限公司,"Dongbai (Group) Co., Ltd.",F52,零售业,福建省,350000,福州市,350100,私营企业,P0306,1
600694,大商股份,11/22/1993,大商股份有限公司,"Dashang Co., Ltd.",F52,零售业,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1
600695,退市绿庭,11/22/1993,上海绿庭投资控股集团股份有限公司,"Shanghai Greencourt Investment Group Co., Ltd.",J67,资本市场服务,上海市,310000,上海市,310000,外商独资,P0304,1
600696,岩石股份,12/6/1993,上海贵酒股份有限公司,"Shanghai Guijiu Co., Ltd.",C15,酒、饮料和精制茶制造业,上海市,310000,上海市,310000,外商独资,P0304,1
600697,欧亚集团,12/6/1993,长春欧亚集团股份有限公司,"Changchun Eurasia Group Co., Ltd.",F52,零售业,吉林省,220000,长春市,220100,国营或国有控股,P0301,1
600698,湖南天雁,12/6/1993,湖南天雁机械股份有限公司,"Hunan Tyen Machinery Co., Ltd.",C36,汽车制造业,湖南省,430000,衡阳市,430400,国营或国有控股,P0301,1
600699,均胜电子,12/6/1993,宁波均胜电子股份有限公司,Ningbo Joyson Electronic Corporation,C36,汽车制造业,浙江省,330000,宁波市,330200,其他,P0399,1
600700,*ST 数码,4/30/1996,陕西煤航数码测绘(集团)股份有限公司,"Shaanxi Meihang Digital Surveying (Group) Co., Ltd.",S90,综合,陕西省,610000,西安市,610100,国营或国有控股,P0301,1
600701,退市工新,5/28/1996,哈尔滨工大高新技术产业开发股份有限公司,"Harbin Gong Da High-Tech Enterprise Development Co., Ltd.",I65,软件和信息技术服务业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600702,舍得酒业,5/24/1996,舍得酒业股份有限公司,"Shede Spirits Co., Ltd.",C15,酒、饮料和精制茶制造业,四川省,510000,遂宁市,510900,国营或国有控股,P0301,1
600703,三安光电,5/28/1996,三安光电股份有限公司,"Sanan Optoelectronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,湖北省,420000,荆州市,421000,私营企业,P0306,1
600704,物产中大,6/6/1996,物产中大集团股份有限公司,"Wuchan Zhongda Group Co., Ltd.",F51,批发业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1
600705,中航产融,5/16/1996,中航工业产融控股股份有限公司,"AVIC Industry-​Finance Holdings Co., Ltd.",J69,其他金融业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600706,曲江文旅,5/16/1996,西安曲江文化旅游股份有限公司,"Xi'an Qujiang Cultural Tourism Co., Ltd.",N78,公共设施管理业,陕西省,610000,西安市,610100,国营或国有控股,P0301,1
600707,彩虹股份,5/20/1996,彩虹显示器件股份有限公司,"IRICO Display Devices Co., Ltd.",C39,计算机、通信和其他电子设备制造业,陕西省,610000,咸阳市,610400,国营或国有控股,P0301,1
600708,光明地产,6/6/1996,光明房地产集团股份有限公司,"Bright Real Estate Group Co., Limited",K70,房地产业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600709,ST 生态,6/18/1996,湖北江湖生态农业股份有限公司,"Hubei Jianghu Ecological Agriculture Co., Ltd.",A01,农业,湖北省,420000,荆州市,421000,国营或国有控股,P0301,1
600710,苏美达,7/1/1996,苏美达股份有限公司,Sumec Corporation Limited,F51,批发业,江苏省,320000,南京市,320100,国营或国有控股,P0301,1
600711,ST 盛屯,5/31/1996,盛屯矿业集团股份有限公司,"Chengtun Mining Group Co., Ltd.",B09,有色金属矿采选业,福建省,350000,厦门市,350200,私营企业,P0306,1
600712,南宁百货,6/26/1996,南宁百货大楼股份有限公司,"Nanning Department Store Co., Ltd.",F52,零售业,广西壮族自治区,450000,南宁市,450100,国营或国有控股,P0301,1
600713,南京医药,7/1/1996,南京医药股份有限公司,"Nanjing Pharmaceutical Co., Ltd.",F52,零售业,江苏省,320000,南京市,320100,国营或国有控股,P0301,1
600714,金瑞矿业,6/6/1996,青海金瑞矿业发展股份有限公司,"Qinghai Jinrui Mining Development Co., Ltd.",C26,化学原料及化学制品制造业,青海省,630000,西宁市,630100,国营或国有控股,P0301,1
600715,*ST 文投,7/1/1996,文投控股股份有限公司,"Cultural Investment Holdings Co., Ltd.",R86,广播、电视、电影和影视录音制作业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600716,凤凰股份,7/2/1996,江苏凤凰置业投资股份有限公司,"Jiangsu Phoenix Property Investment Co., Ltd.",K70,房地产业,江苏省,320000,南京市,320100,国营或国有控股,P0301,1
600717,天津港,6/14/1996,天津港股份有限公司,"Tianjin Port Co., Ltd.",G55,水上运输业,天津市,120000,天津市,120000,中外合资,P0303,1
600718,东软集团,6/18/1996,东软集团股份有限公司,Neusoft Corporation,I65,软件和信息技术服务业,辽宁省,210000,沈阳市,210100,国营或国有控股,P0301,1
600719,大连热电,7/16/1996,大连热电股份有限公司,"Dalian Thermal Power Co., Ltd.",D44,电力、热力生产和供应业,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1
600720,中交设计,7/16/1996,中交设计咨询集团股份有限公司,"CCCC Design & Consulting Group Co., Ltd.",C30,非金属矿物制品业,甘肃省,620000,兰州市,620100,国营或国有控股,P0301,1
600721,百花医药,6/26/1996,新疆百花村医药集团股份有限公司,"Xinjiang Bai Hua Cun Pharma Tech Co., Ltd.",M73,研究和试验发展,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,1
600722,金牛化工,6/26/1996,河北金牛化工股份有限公司,"Hebei Jinniu Chemical Industry Co., Ltd.",C26,化学原料及化学制品制造业,河北省,130000,沧州市,130900,国营或国有控股,P0301,1
600723,首商股份,7/16/1996,北京首商集团股份有限公司,"Beijing Capital Retailing Group Co., Ltd.",F52,零售业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600724,宁波富达,7/16/1996,宁波富达股份有限公司,"Ningbo Fuda Co., Ltd.",C30,非金属矿物制品业,浙江省,330000,余姚市,330281,国营或国有控股,P0301,1
600725,云维股份,7/2/1996,云南云维股份有限公司,"Yunnan Yunwei Co., Ltd.",C25,石油加工、炼焦及核燃料加工业,云南省,530000,曲靖市,530300,国营或国有控股,P0301,1
600726,华电能源,7/1/1996,华电能源股份有限公司,"Huadian Energy Co., Ltd.",D44,电力、热力生产和供应业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600727,鲁北化工,7/2/1996,山东鲁北化工股份有限公司,"Shandong Lubei Chemical Co., Ltd.",C26,化学原料及化学制品制造业,山东省,370000,滨州市,371600,国营或国有控股,P0301,1
600728,佳都科技,7/16/1996,佳都科技集团股份有限公司,"PCI Technology Group Co., Ltd.",I65,软件和信息技术服务业,广东省,440000,广州市,440100,私营企业,P0306,1
600729,重庆百货,7/2/1996,重庆百货大楼股份有限公司,"Chongqing Department Store Co., Ltd.",F52,零售业,重庆市,500000,重庆市,500000,国营或国有控股,P0301,1
600730,中国高科,7/26/1996,中国高科集团股份有限公司,"China Hi-tech Group Co., Ltd.",P82,教育,北京市,110000,北京市,110000,私营企业,P0306,1
600731,湖南海利,8/2/1996,湖南海利化工股份有限公司,"Hunan Haili Chemical Industry Co., Ltd.",C26,化学原料及化学制品制造业,湖南省,430000,长沙市,430100,国营或国有控股,P0301,1
600732,爱旭股份,8/16/1996,上海爱旭新能源股份有限公司,"Shanghai Aiko Solar Energy Co., Ltd.",C38,电气机械及器材制造业,上海市,310000,上海市,310000,私营企业,P0306,1
600733,北汽蓝谷,8/16/1996,北汽蓝谷新能源科技股份有限公司,"BAIC BluePark New Energy Technology Co., Ltd.",C36,汽车制造业,北京市,110000,北京市,110000,中外合资,P0303,1
600734,实达集团,8/8/1996,福建实达集团股份有限公司,"Fujian Start Group Co., Ltd.",C39,计算机、通信和其他电子设备制造业,福建省,350000,福州市,350100,私营企业,P0306,1
600735,新华锦,7/26/1996,山东新华锦国际股份有限公司,"Shandong Hiking International Co., Ltd.",C19,皮革、毛皮、羽毛及其制品和制鞋业,山东省,370000,青岛市,370200,国营或国有控股,P0301,1
600736,苏州高新,8/15/1996,苏州新区高新技术产业股份有限公司,"Suzhou New District Hi-Tech Industrial Co., Ltd.",K70,房地产业,江苏省,320000,苏州市,320500,国营或国有控股,P0301,1
600737,中粮糖业,7/31/1996,中粮糖业控股股份有限公司,"COFCO Sugar Holding Co., Ltd.",C13,农副食品加工业,新疆维吾尔自治区,650000,昌吉市,652301,国营或国有控股,P0301,1
600738,丽尚国潮,8/2/1996,兰州丽尚国潮实业集团股份有限公司,"Lanzhou Lishang Guochao Industrial Group Co., Ltd.",F52,零售业,甘肃省,620000,兰州市,620100,私营企业,P0306,1
600739,辽宁成大,8/19/1996,辽宁成大股份有限公司,"Liaoning Chengda Co., Ltd.",F51,批发业,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1
600740,山西焦化,8/8/1996,山西焦化股份有限公司,"Shanxi Coking Co., Ltd.",C25,石油加工、炼焦及核燃料加工业,山西省,140000,临汾市,141000,国营或国有控股,P0301,1
600741,华域汽车,8/26/1996,华域汽车系统股份有限公司,"Huayu Automotive Systems Co., Ltd.",C36,汽车制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600742,一汽富维,8/26/1996,长春一汽富维汽车零部件股份有限公司,"Changchun Faway Automobile Components Co., Ltd.",C36,汽车制造业,吉林省,220000,长春市,220100,国营或国有控股,P0301,1
600743,华远地产,9/9/1996,华远地产股份有限公司,"Hua Yuan Property Co., Ltd.",K70,房地产业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600744,华银电力,9/5/1996,大唐华银电力股份有限公司,"Datang Huayin Electric Power Co., Ltd.",D44,电力、热力生产和供应业,湖南省,430000,长沙市,430100,国营或国有控股,P0301,1
600745,闻泰科技,8/28/1996,闻泰科技股份有限公司,"Wingtech Technology Co., Ltd.",C39,计算机、通信和其他电子设备制造业,湖北省,420000,黄石市,420200,私营企业,P0306,1
600746,江苏索普,9/18/1996,江苏索普化工股份有限公司,"Jiangsu SOPO Chemical Co., Ltd.",C26,化学原料及化学制品制造业,江苏省,320000,镇江市,321100,国营或国有控股,P0301,1
600747,退市大控,9/16/1996,大连大福控股股份有限公司,"Dalian Dafu Enterprises Holdings Co., Ltd.",F51,批发业,辽宁省,210000,大连市,210200,私营企业,P0306,1
600748,上实发展,9/25/1996,上海实业发展股份有限公司,"Shanghai Industrial Development Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,中外合资,P0303,1
600749,西藏旅游,10/15/1996,西藏旅游股份有限公司,"Tibet Tourism Co., Ltd.",N78,公共设施管理业,西藏自治区,540000,拉萨市,540100,私营企业,P0306,1
600750,江中药业,9/23/1996,江中药业股份有限公司,"Jiangzhong Pharmaceutical Co., Ltd.",C27,医药制造业,江西省,360000,南昌市,360100,国营或国有控股,P0301,1
600751,海航科技,9/9/1996,海航科技股份有限公司,"HNA Technology Co., Ltd.",F51,批发业,天津市,120000,天津市,120000,中外合资,P0303,1
600752,*ST 哈慈,9/25/1996,哈慈股份有限公司,"Haci Co., Ltd.",C27,医药制造业,黑龙江省,230000,哈尔滨市,230100,私营企业,P0306,1
600753,庚星股份,9/27/1996,庚星能源集团股份有限公司,"GEN-S Power Group Co., Ltd.",F51,批发业,福建省,350000,福州市,350100,私营企业,P0306,1
600754,锦江酒店,10/11/1996,上海锦江国际酒店股份有限公司,"Shanghai Jin Jiang International Hotels Co., Ltd.",H61,住宿业,上海市,310000,上海市,310000,中外合资,P0303,1
600755,厦门国贸,10/3/1996,厦门国贸集团股份有限公司,"Xiamen ITG Group Corp., Ltd.",F51,批发业,福建省,350000,厦门市,350200,国营或国有控股,P0301,1
600756,浪潮软件,9/23/1996,浪潮软件股份有限公司,"Inspur Software Co., Ltd.",I65,软件和信息技术服务业,山东省,370000,泰安市,370900,国营或国有控股,P0301,1
600757,长江传媒,10/3/1996,长江出版传媒股份有限公司,"Changjiang Publishing & Media Co., Ltd.",R85,新闻和出版业,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1
600758,辽宁能源,10/29/1996,辽宁能源煤电产业股份有限公司,"Liaoning Energy Industry Co., Ltd.",B06,煤炭开采和洗选业,辽宁省,210000,沈阳市,210100,国营或国有控股,P0301,1
600759,洲际油气,10/8/1996,洲际油气股份有限公司,Geo-Jade Petroleum Corporation,B07,石油和天然气开采业,海南省,460000,海口市,460100,外商独资,P0304,1
600760,中航沈飞,10/11/1996,中航沈飞股份有限公司,AVIC Shenyang Aircraft Company Limited,C37,铁路、船舶、航空航天和其它运输设备制造业,山东省,370000,威海市,371000,国营或国有控股,P0301,1
600761,安徽合力,10/9/1996,安徽合力股份有限公司,"Anhui Heli Co., Ltd.",C35,专用设备制造业,安徽省,340000,合肥市,340100,国营或国有控股,P0301,1
600762,S*ST 金荔,10/25/1996,衡阳市金荔科技农业股份有限公司,"Hunan Hengyang Jinli Technology (Agricultural) Co., Ltd.",A01,农业,湖南省,430000,衡阳市,430400,私营企业,P0306,1
600763,通策医疗,10/30/1996,通策医疗股份有限公司,"Top Choice Medical Investment Co., Inc.",Q83,卫生,浙江省,330000,杭州市,330100,私营企业,P0306,1
600764,中国海防,11/4/1996,中国船舶重工集团海洋防务与信息对抗股份有限公司,China Marine Information Electronics Company Limited,C39,计算机、通信和其他电子设备制造业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600765,中航重机,11/6/1996,中航重机股份有限公司,"AVIC Heavy Machinery Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,1
600766,退市园城,10/28/1996,烟台园城黄金股份有限公司,"Yantai Yuancheng Gold Co., Ltd.",S90,综合,山东省,370000,烟台市,370600,私营企业,P0306,1
600767,退市运盛,11/15/1996,运盛(成都)医疗科技股份有限公司,"Winsan (Chengdu) Medical Science and Technology Co., Ltd.",I65,软件和信息技术服务业,四川省,510000,成都市,510100,私营企业,P0306,1
600768,宁波富邦,11/11/1996,宁波富邦精业集团股份有限公司,"Ningbo Fubang Jingye Group Co., Ltd.",C32,有色金属冶炼及压延加工业,浙江省,330000,宁波市,330200,私营企业,P0306,1
600769,祥龙电业,11/1/1996,武汉祥龙电业股份有限公司,"Wuhan Xianglong Power Industry Co., Ltd.",D46,水的生产和供应业,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1
600770,综艺股份,11/20/1996,江苏综艺股份有限公司,"Jiangsu Zongyi Co., Ltd.",S90,综合,江苏省,320000,南通市,320600,私营企业,P0306,1
600771,广誉远,11/5/1996,广誉远中药股份有限公司,"Guangyuyuan Chinese Herbal Medicine Co., Ltd.",C27,医药制造业,山西省,140000,晋中市,140700,私营企业,P0306,1
600772,S*ST 龙昌,11/4/1996,中油龙昌股份有限公司,"Petroleum Long Champ (Group) Co., Ltd.",C26,化学原料及化学制品制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600773,西藏城投,11/8/1996,西藏城市发展投资股份有限公司,"Tibet Urban Development and Investment Co., Ltd.",K70,房地产业,西藏自治区,540000,拉萨市,540100,国营或国有控股,P0301,1
600774,汉商集团,11/8/1996,汉商集团股份有限公司,"Wuhan Hanshang Group Co., Ltd.",F52,零售业,湖北省,420000,武汉市,420100,国营或国有控股,P0301,1
600775,南京熊猫,11/18/1996,南京熊猫电子股份有限公司,"Nanjing Panda Electronics Co., Ltd.",C39,计算机、通信和其他电子设备制造业,江苏省,320000,南京市,320100,国营或国有控股,P0301,1
600776,东方通信,11/26/1996,东方通信股份有限公司,"Eastern Communications Co., Ltd.",C39,计算机、通信和其他电子设备制造业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1
600777,ST 新潮,11/21/1996,山东新潮能源股份有限公司,"Shandong Xinchao Energy Co., Ltd.",B07,石油和天然气开采业,山东省,370000,烟台市,370600,私营企业,P0306,1
600778,友好集团,12/3/1996,新疆友好(集团)股份有限公司,"Xinjiang Youhao (Group) Co., Ltd.",F52,零售业,新疆维吾尔自治区,650000,乌鲁木齐市,650100,国营或国有控股,P0301,1
600779,水井坊,12/6/1996,四川水井坊股份有限公司,"Sichuan Swellfun Co., Ltd.",C15,酒、饮料和精制茶制造业,四川省,510000,成都市,510100,其他,P0399,1
600780,通宝能源,12/5/1996,山西通宝能源股份有限公司,Shanxi Top Energy Company Ltd.,D44,电力、热力生产和供应业,山西省,140000,太原市,140100,国营或国有控股,P0301,1
600781,退市辅仁,12/18/1996,辅仁药业集团制药股份有限公司,"Furen Group Pharmaceutical Co., Ltd.",C27,医药制造业,河南省,410000,周口市,411600,私营企业,P0306,1
600782,新钢股份,12/25/1996,新余钢铁股份有限公司,"Xinyu Iron & Steel Co., Ltd.",C31,黑色金属冶炼及压延加工业,江西省,360000,新余市,360500,国营或国有控股,P0301,1
600783,鲁信创投,12/25/1996,鲁信创业投资集团股份有限公司,"Luxin Venture Capital Group Co., Ltd.",J67,资本市场服务,山东省,370000,淄博市,370300,国营或国有控股,P0301,1
600784,鲁银投资,12/25/1996,鲁银投资集团股份有限公司,"Luyin Investment Group Co., Ltd.",C14,食品制造业,山东省,370000,济南市,370100,国营或国有控股,P0301,1
