Stkcd,Stknme,Listdt,Conme,Conme_en,Nnindcd,Nnindnme,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Markettype
600785,新华百货,1/8/1997,银川新华百货商业集团股份有限公司,"Yinchuan Xinhua Commercial (Group) Co., Ltd.",F52,零售业,宁夏回族自治区,640000,银川市,640100,私营企业,P0306,1
600786,东方锅炉,12/27/1996,东方锅炉(集团)股份有限公司,"Dongfang Boiler Group Co., Ltd.",C34,通用设备制造业,四川省,510000,自贡市,510300,国营或国有控股,P0301,1
600787,中储股份,1/21/1997,中储发展股份有限公司,"CMST Development Co., Ltd.",G59,仓储业,天津市,120000,天津市,120000,国营或国有控股,P0301,1
600788,*ST 达曼,12/30/1996,西安达尔曼实业股份有限公司,"Xi'an Diamond Co., Ltd.",C41,其他制造业,陕西省,610000,西安市,610100,私营企业,P0306,1
600789,鲁抗医药,2/26/1997,山东鲁抗医药股份有限公司,"Shandong Lukang Pharmaceutical Co., Ltd.",C27,医药制造业,山东省,370000,济宁市,370800,国营或国有控股,P0301,1
600790,轻纺城,2/28/1997,浙江中国轻纺城集团股份有限公司,"Zhejiang China Light & Textile Industrial City Group Co., Ltd.",L72,商务服务业,浙江省,330000,绍兴市,330600,国营或国有控股,P0301,1
600791,京能置业,1/30/1997,京能置业股份有限公司,"Beih-Property Co., Ltd.",K70,房地产业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600792,云煤能源,1/23/1997,云南煤业能源股份有限公司,"Yunnan Coal & Energy Co., Ltd.",C25,石油加工、炼焦及核燃料加工业,云南省,530000,安宁市,530181,国营或国有控股,P0301,1
600793,宜宾纸业,2/20/1997,宜宾纸业股份有限公司,"Yibin Paper Industry Co., Ltd.",C22,造纸及纸制品业,四川省,510000,宜宾市,511500,国营或国有控股,P0301,1
600794,保税科技,3/6/1997,张家港保税科技(集团)股份有限公司,"Zhangjiagang Freetrade Science and Technology (Group) Co., Ltd.",G59,仓储业,江苏省,320000,张家港市,320582,国营或国有控股,P0301,1
600795,国电电力,3/18/1997,国电电力发展股份有限公司,"GD Power Development Co., Ltd.",D44,电力、热力生产和供应业,辽宁省,210000,大连市,210200,国营或国有控股,P0301,1
600796,钱江生化,4/8/1997,浙江钱江生物化学股份有限公司,"Zhejiang Qianjiang Biochemical Co., Ltd.",C26,化学原料及化学制品制造业,浙江省,330000,海宁市,330481,国营或国有控股,P0301,1
600797,浙大网新,4/18/1997,浙大网新科技股份有限公司,"Insigma Technology Co., Ltd.",I65,软件和信息技术服务业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1
600798,宁波海运,4/23/1997,宁波海运股份有限公司,"Ningbo Marine Co., Ltd.",G55,水上运输业,浙江省,330000,宁波市,330200,国营或国有控股,P0301,1
600799,*ST 龙科,4/16/1997,黑龙江省科利华网络股份有限公司,"Heilongjiang Clever Net Co., Ltd.",I65,软件和信息技术服务业,黑龙江省,230000,哈尔滨市,230100,私营企业,P0306,1
600800,渤海化学,12/6/1993,天津渤海化学股份有限公司,"Tianjin Bohai Chemical Co., Ltd.",C26,化学原料及化学制品制造业,天津市,120000,天津市,120000,国营或国有控股,P0301,1
600801,华新水泥,1/3/1994,华新水泥股份有限公司,"Huaxin Cement Co., Ltd.",C30,非金属矿物制品业,湖北省,420000,黄石市,420200,外商独资,P0304,1
600802,福建水泥,1/3/1994,福建水泥股份有限公司,Fujian Cement Inc.,C30,非金属矿物制品业,福建省,350000,福州市,350100,国营或国有控股,P0301,1
600803,新奥股份,1/3/1994,新奥天然气股份有限公司,"ENN Natural Gas Co., Ltd.",D45,燃气生产和供应业,河北省,130000,石家庄市,130100,中外合资,P0303,1
600804,*ST 鹏博,1/3/1994,鹏博士电信传媒集团股份有限公司,"Dr. Peng Telecom & Media Group Co., Ltd.",I64,互联网和相关服务,山东省,370000,青岛市,370200,私营企业,P0306,1
600805,悦达投资,1/3/1994,江苏悦达投资股份有限公司,"Jiangsu Yueda Investment Co., Ltd.",S90,综合,江苏省,320000,盐城市,320900,国营或国有控股,P0301,1
600806,退市昆机,1/3/1994,沈机集团昆明机床股份有限公司,Shenji Group Kunming Machine Tool Company Limited,C34,通用设备制造业,云南省,530000,昆明市,530100,国营或国有控股,P0301,1
600807,济南高新,1/3/1994,济南高新发展股份有限公司,"Jinan High-tech Development Co., Ltd.",K70,房地产业,山东省,370000,济南市,370100,私营企业,P0306,1
600808,马钢股份,1/6/1994,马鞍山钢铁股份有限公司,"Ma'anshan Iron & Steel Co., Ltd.",C31,黑色金属冶炼及压延加工业,安徽省,340000,马鞍山市,340500,中外合资,P0303,1
600809,山西汾酒,1/6/1994,山西杏花村汾酒厂股份有限公司,"Shanxi Xinghuacun Fen Wine Factory Co., Ltd.",C15,酒、饮料和精制茶制造业,山西省,140000,汾阳市,141182,国营或国有控股,P0301,1
600810,神马股份,1/6/1994,神马实业股份有限公司,"Shenma Industry Co., Ltd.",C28,化学纤维制造业,河南省,410000,平顶山市,410400,国营或国有控股,P0301,1
600811,东方集团,1/6/1994,东方集团股份有限公司,Orient Group Incorporation,C13,农副食品加工业,黑龙江省,230000,哈尔滨市,230100,私营企业,P0306,1
600812,华北制药,1/14/1994,华北制药股份有限公司,North China Pharmaceutical Company Ltd.,C27,医药制造业,河北省,130000,石家庄市,130100,国营或国有控股,P0301,1
600813,ST 鞍一工,1/14/1994,鞍山第一工程机械股份有限公司,"Anshan No.1 Construction Machinery Co., Ltd.",C35,专用设备制造业,辽宁省,210000,鞍山市,210300,国营或国有控股,P0301,1
600814,杭州解百,1/14/1994,杭州解百集团股份有限公司,"Hangzhou Jiebai Group Co., Limited",F52,零售业,浙江省,330000,杭州市,330100,国营或国有控股,P0301,1
600815,厦工股份,1/28/1994,厦门厦工机械股份有限公司,"Xiamen XGMA Machinery Co., Ltd.",C35,专用设备制造业,福建省,350000,厦门市,350200,国营或国有控股,P0301,1
600816,建元信托,1/28/1994,建元信托股份有限公司,"J-yuan Trust Co., Ltd.",J69,其他金融业,上海市,310000,上海市,310000,私营企业,P0306,1
600817,宇通重工,1/28/1994,宇通重工股份有限公司,"Yutong Heavy Industries Co., Ltd.",C35,专用设备制造业,河南省,410000,郑州市,410100,私营企业,P0306,1
600818,中路股份,1/28/1994,中路股份有限公司,"Zhonglu Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,上海市,310000,上海市,310000,私营企业,P0306,1
600819,耀皮玻璃,1/28/1994,上海耀皮玻璃集团股份有限公司,"Shanghai Yaohua Pilkington Glass Group Co., Ltd.",C30,非金属矿物制品业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600820,隧道股份,1/28/1994,上海隧道工程股份有限公司,"Shanghai Tunnel Engineering Co., Ltd.",E48,土木工程建筑业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600821,金开新能,1/28/1994,金开新能源股份有限公司,"NYOCOR Co., Ltd.",D44,电力、热力生产和供应业,天津市,120000,天津市,120000,国营或国有控股,P0301,1
600822,上海物贸,2/4/1994,上海物资贸易股份有限公司,"Shanghai Material Trading Co., Ltd.",F51,批发业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600823,*ST 世茂,2/4/1994,上海世茂股份有限公司,"Shanghai Shimao Co., Ltd.",K70,房地产业,上海市,310000,上海市,310000,中外合资,P0303,1
600824,益民集团,2/4/1994,上海益民商业集团股份有限公司,"Shanghai Yimin Commercial Group Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600825,新华传媒,2/4/1994,上海新华传媒股份有限公司,"Shanghai Xinhua Media Co., Ltd.",R85,新闻和出版业,上海市,310000,上海市,310000,政府机关,P0308,1
600826,兰生股份,2/4/1994,东浩兰生会展集团股份有限公司,DLG Exhibitions & Events Corporation Limited,L72,商务服务业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600827,百联股份,2/4/1994,上海百联集团股份有限公司,"Shanghai Bailian Group Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600828,茂业商业,2/24/1994,茂业商业股份有限公司,"Maoye Commercial Co., Ltd.",F52,零售业,四川省,510000,成都市,510100,中外合资,P0303,1
600829,人民同泰,2/24/1994,哈药集团人民同泰医药股份有限公司,HPGC Renmintongtai Pharmaceutical Corporation,F51,批发业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600830,香溢融通,2/24/1994,香溢融通控股集团股份有限公司,"Sunny Loan Top Co., Ltd.",L71,租赁业,浙江省,330000,宁波市,330200,国营或国有控股,P0301,1
600831,ST 广网,2/24/1994,陕西广电网络传媒(集团)股份有限公司,"Shaanxi Broadcast & TV Network Intermediary (Group) Co., Ltd.",I63,电信、广播电视和卫星传输服务,陕西省,610000,西安市,610100,国营或国有控股,P0301,1
600832,东方明珠,2/24/1994,上海东方明珠(集团)股份有限公司,"Shanghai Oriental Pearl (Group) Co., Ltd.",N78,公共设施管理业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600833,第一医药,2/24/1994,上海第一医药股份有限公司,"Shanghai No.1 Pharmacy Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600834,申通地铁,2/24/1994,上海申通地铁股份有限公司,"Shanghai Shentong Metro Co., Ltd.",G54,道路运输业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600835,上海机电,2/24/1994,上海机电股份有限公司,"Shanghai Mechanical & Electrical Industry Co., Ltd.",C34,通用设备制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600836,*ST 易连,2/24/1994,上海易连实业集团股份有限公司,Shanghai Eliansy Industry Group Corporation Limited,C23,印刷和记录媒介复制业,上海市,310000,上海市,310000,私营企业,P0306,1
600837,海通证券,2/24/1994,海通证券股份有限公司,"Haitong Securities Co., Ltd.",J67,资本市场服务,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600838,上海九百,2/24/1994,上海九百股份有限公司,"Shanghai Join Buy Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600839,四川长虹,3/11/1994,四川长虹电器股份有限公司,"Sichuan Changhong Electric Co., Ltd.",C39,计算机、通信和其他电子设备制造业,四川省,510000,绵阳市,510700,国营或国有控股,P0301,1
600840,新湖创业,3/11/1994,浙江新湖创业投资股份有限公司,"Zhejiang Xinhu Venture Capital Co., Ltd.",K70,房地产业,浙江省,330000,杭州市,330100,私营企业,P0306,1
600841,动力新科,3/11/1994,上海新动力汽车科技股份有限公司,Shanghai New Power Automotive Technology Company Limited,C34,通用设备制造业,上海市,310000,上海市,310000,中外合资,P0303,1
600842,中西药业,3/11/1994,上海中西药业股份有限公司,"Shanghai Zhongxi Pharmaceutical Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600843,上工申贝,3/11/1994,上工申贝(集团)股份有限公司,"Shang Gong Group Co., Ltd.",C35,专用设备制造业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600844,丹化科技,3/11/1994,丹化化工科技股份有限公司,"Danhua Chemical Technology Co., Ltd.",C26,化学原料及化学制品制造业,内蒙古自治区,150000,呼和浩特市,150100,国营或国有控股,P0301,1
600845,宝信软件,3/11/1994,上海宝信软件股份有限公司,"Shanghai Baosight Software Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600846,同济科技,3/11/1994,上海同济科技实业股份有限公司,"Shanghai Tongji Science & Technology Industrial Co., Ltd.",E48,土木工程建筑业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600847,万里股份,3/24/1994,重庆万里新能源股份有限公司,"Chongqing Wanli New Energy Co., Ltd.",C38,电气机械及器材制造业,重庆市,500000,重庆市,500000,私营企业,P0306,1
600848,上海临港,3/24/1994,上海临港控股股份有限公司,Shanghai Lingang Holdings Corporation Limited,K70,房地产业,上海市,310000,上海市,310000,中外合资,P0303,1
600849,上药转换,3/24/1994,上海市医药股份有限公司,"Shanghai Pharmaceutical Co., Ltd.",F52,零售业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600850,电科数字,3/24/1994,中电科数字技术股份有限公司,"CETC Digital Technology Co., Ltd.",I65,软件和信息技术服务业,上海市,310000,上海市,310000,国营或国有控股,P0301,1
600851,海欣股份,4/4/1994,上海海欣集团股份有限公司,"Shanghai Haixin Group Co., Ltd.",C27,医药制造业,上海市,310000,上海市,310000,其他,P0399,1
600852,*ST 中川,4/4/1994,中国四川国际合作股份有限公司,"China Sichuan International Cooperation Co., Ltd.",E47,房屋建筑业,四川省,510000,成都市,510100,私营企业,P0306,1
600853,龙建股份,4/4/1994,龙建路桥股份有限公司,"Longjian Road & Bridge Co., Ltd.",E48,土木工程建筑业,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600854,春兰股份,4/25/1994,江苏春兰制冷设备股份有限公司,"Jiangsu Chunlan Refrigerating Equipment Stock Co., Ltd.",C38,电气机械及器材制造业,江苏省,320000,泰州市,321200,其他,P0399,1
600855,航天长峰,4/25/1994,北京航天长峰股份有限公司,"Beijing Aerospace Changfeng Co., Ltd.",C35,专用设备制造业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600856,退市中天,4/25/1994,中兴天恒能源科技(北京)股份公司,"Zhongxing Tianheng Energy Technology (Beijing) Co., Ltd.",D45,燃气生产和供应业,北京市,110000,北京市,110000,中外合资,P0303,1
600857,宁波中百,4/25/1994,宁波中百股份有限公司,"Ningbo Zhongbai Co., Ltd.",F52,零售业,浙江省,330000,宁波市,330200,私营企业,P0306,1
600858,银座股份,5/6/1994,银座集团股份有限公司,"Inzone Group Co., Ltd.",F52,零售业,山东省,370000,济南市,370100,国营或国有控股,P0301,1
600859,王府井,5/6/1994,王府井集团股份有限公司,"Wangfujing Group Co., Ltd.",F52,零售业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600860,京城股份,5/6/1994,北京京城机电股份有限公司,Beijing Jingcheng Machinery Electric Company Limited,C35,专用设备制造业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600861,北京人力,5/20/1994,北京国际人力资本集团股份有限公司,"FESCO Group Co., Ltd.",F52,零售业,北京市,110000,北京市,110000,国营或国有控股,P0301,1
600862,中航高科,5/20/1994,中航航空高科技股份有限公司,"AVIC Aviation High-Technology Co., Ltd.",C37,铁路、船舶、航空航天和其它运输设备制造业,江苏省,320000,南通市,320600,国营或国有控股,P0301,1
600863,内蒙华电,5/20/1994,内蒙古蒙电华能热电股份有限公司,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,D44,电力、热力生产和供应业,内蒙古自治区,150000,呼和浩特市,150100,国营或国有控股,P0301,1
600864,哈投股份,8/9/1994,哈尔滨哈投投资股份有限公司,"Harbin Hatou Investment Co., Ltd.",J67,资本市场服务,黑龙江省,230000,哈尔滨市,230100,国营或国有控股,P0301,1
600865,百大集团,8/9/1994,百大集团股份有限公司,"Baida Group Co., Ltd.",F52,零售业,浙江省,330000,杭州市,330100,私营企业,P0306,1
600866,星湖科技,8/18/1994,广东肇庆星湖生物科技股份有限公司,"Star Lake Bioscience Co., Inc.",C14,食品制造业,广东省,440000,肇庆市,441200,国营或国有控股,P0301,1
600867,通化东宝,8/24/1994,通化东宝药业股份有限公司,"Tonghua Dongbao Medicines Co, Ltd.",C27,医药制造业,吉林省,220000,通化市,220500,私营企业,P0306,1
600868,梅雁吉祥,9/12/1994,广东梅雁吉祥水电股份有限公司,"Guangdong Meiyan Jixiang Hydropower Co., Ltd.",D44,电力、热力生产和供应业,广东省,440000,梅州市,441400,私营企业,P0306,1
